ID;Текст даты;Атрибут when;Контекст (для ИИ);event-ref (заполнить)
481;1852 г.;1852;126 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
482;1853 г.;1853;126 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
483;1851 г.;1851;126 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
484;1852 г.;1852;126 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
485;1852 г.;1852;126 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
486;1853 г.;1853;126 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
487;1852 г.;1852;126 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
488;1852 г.;1852;126 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
489;1851 г.;1851;127 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
490;1852 г.;1852;127 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
491;1853 г.;1853;127 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
492;1851 г.;1851;127 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
493;1852 г.;1852;127 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
494;1852 г.;1852;127 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
495;1853 г.;1853;127 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
496;1852 г.;1852;127 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
497;1852 г.;1852;127 ПО КАКИМ ПРИСУТСТВЕННЫМ МЕСТАМ СУДЕБНЫЕ ПРИГОВОРЫ От;
498;1852 г.;1852;134 2. Опеки по особому Высочайшему повелению нет. 3. Попечительство над несовершеннолетними, достиг;
499;1852 г.;1852;134 2. Опеки по особому Высочайшему повелению нет. 3. Попечительство над несовершеннолетними, достиг;
500;14 мая 1827 г.;1827-05-14;134 2. Опеки по особому Высочайшему повелению нет. 3. Попечительство над несовершеннолетними, достиг;
501;19 июля 1852 г.;1852-07-19;134 2. Опеки по особому Высочайшему повелению нет. 3. Попечительство над несовершеннолетними, достиг;
502;1842 г.;1842;136 Каких сумм На серебро СостоялоПрибыло Убыло Состоит руб. коп. руб. коп. руб. коп. руб. коп. 4. В;
503;7 июля 1843 г.;1843-07-07;136 Каких сумм На серебро СостоялоПрибыло Убыло Состоит руб. коп. руб. коп. руб. коп. руб. коп. 4. В;
504;1852 г.;1852;138 Названия городов и округов Количество наличного скота в местах выявления падежа ЗаболелоПало Выз;
505;1852 г.;1852;143 НАЗВАНИЕ ГОРОДОВ Остаток от прошедших годов Приход за;
506;1852 г.;1852;143 НАЗВАНИЕ ГОРОДОВ Остаток от прошедших годов Приход за;
507;1853 г.;1853;143 НАЗВАНИЕ ГОРОДОВ Остаток от прошедших годов Приход за;
508;1852 г.;1852;143 НАЗВАНИЕ ГОРОДОВ Остаток от прошедших годов Приход за;
509;1 января 1853 г.;1853-01-01;143 НАЗВАНИЕ ГОРОДОВ Остаток от прошедших годов Приход за;
510;1852 г.;1852;143 НАЗВАНИЕ ГОРОДОВ Остаток от прошедших годов Приход за;
511;1852 г.;1852;143 НАЗВАНИЕ ГОРОДОВ Остаток от прошедших годов Приход за;
512;1852 г.;1852;143 НАЗВАНИЕ ГОРОДОВ Остаток от прошедших годов Приход за;
513;1852 г.;1852;149 НАЗВАНИЕ ГОРОДОВ Домов Торговых лавок ДРУГИХ ЗДАНИЙ казенных частных каменных деревянных каменны;
514;1852 г.;1852;150 Число войск В губернии находится казаков конного казачьего полка — 978, внутренней стражи — 868,;
515;1852 г.;1852;"151 14) от продажи железных аршин — 31 руб. 95 коп.; 15) ясачного сбора деньгами — 13 745 руб. 21 ¼ ";
516;1852 г.;1852;153 Название реки Число проплывших Число судорабочих Общая ценность груза Пристани Каналы судовплото;
517;1852 г.;1852;153 Название реки Число проплывших Число судорабочих Общая ценность груза Пристани Каналы судовплото;
518;1850 г.;1850;157 Звание городов и селений, где находятся фабрики и заводы Какие фабрики и заводы и сколько На как;
519;1 января 1851 г.;1851-01-01;160 ОЗНАЧЕНИЕ ОКРУГОВ Хлебные запасы Число душ, подлежащих сбору Число магазинов К;
520;1 января 1853 г.;1853-01-01;СОСЛОВИЙ Хлебные запасы Число душ К;
